,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,Evacuation Costs,Expected Number of Deaths
131,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,0,0,0,0,1971213780.7340243,39371841.084089756,248500000.0,0.0,1.7662240011937653
132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5652513378.370264,6320800.309666242,0.0,91912.23729747543,2.18728942713847
133,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1497766881.8540673,20299287.62732069,267200000.0,103229.776637301,0.17992043067949173
134,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,1,4,6,3,0,0,1457751575.7064168,128077334.90621793,30700000.0,0.0,1.8540928574426767
135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,1,0,1,4,2,8,0,0,594545613.617097,218757181.00884813,0.0,0.0,0.675287882279683
136,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,3,0,3,7,0,0,5,0,0,6,5,2,9,0,0,0.0,281034300.2209274,1026200000.0,0.0,0.0
137,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,5,1,7,0,7,7,0,0,1,4,2,10,0,4,3046470.375870659,515550467.5498722,30700000.0,0.0,0.003918799203575076
138,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,4,0,0,7,0,0,5,7,3,7,0,0,20768471.42738416,205059373.91064572,1451500000.0,584.0013111445122,0.007417219856358124
139,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,1,4,0,0,0,0,1762628644.6100872,40545321.24432606,309900000.0,98030.02137729712,0.23849040639283664
140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4725877462.144936,26620087.93698693,0.0,144209.98889184737,0.5169446784438768
141,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,4,0,0,0,3,3,2,0,1,7,0,0,94230809.64273615,162606719.57094496,995500000.0,0.0,0.18861488400601942
142,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,2054492767.2680964,23253361.287507407,363800000.0,0.0,2.164929958138067
143,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,1920422461.4847755,45768007.56591502,199900000.0,133353.41017706477,0.20711117613892774
144,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,2516614945.979719,36260053.50371925,84600000.0,75622.2506484533,1.147188021438336
145,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,3,0,0,5,3,0,2,7,1,7,0,0,47815418.01282407,180597088.81338736,1098800000.0,0.0,0.04620213017093569
146,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,1272589660.937426,35473096.26004906,660100000.0,77768.99775577596,0.18118250111411166
147,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5,3,0,0,0,0,1163300042.4698007,41367904.762624785,831600000.0,0.0,1.237897936544176
148,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,1,4,5,6,0,0,229726596.9615552,174035587.16015083,230600000.0,0.0,0.23644048689389435
149,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,3,0,0,0,0,0,0,3,0,0,5,5,3,0,0,0,786550453.2535335,60189642.68268887,675200000.0,53193.65779445504,0.08244483221789134
150,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,5,0,0,3,0,0,6,0,0,0,0,0,961320063.5448978,96194593.38087878,351800000.0,34335.11312478034,0.3249434062282873
151,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,2997969586.5748267,19742157.81013341,248500000.0,88969.40104094654,1.4044054980969636
152,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,7,0,0,1,3,0,2,0,0,1524169847.5871825,109557760.98049068,30700000.0,87060.6097949921,0.16122043525576724
153,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,2,4,0,0,0,0,1355400931.5999012,49099980.112082385,267200000.0,94074.80613300772,0.14287913146893366
154,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,3,0,0,0,861615336.5892774,47126039.17446252,606200000.0,0.0,0.7633412378607822
155,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,4,1,0,0,0,1440109097.4645362,59655349.33957395,267200000.0,0.0,1.4089909043996318
156,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,5,0,0,7,0,0,2,0,0,2,2,1,5,0,0,357640397.64283466,208536308.259538,92100000.0,22647.699740360615,0.05046604291196169
157,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,7,0,4,0,0,888105774.9113789,71836800.79005772,394500000.0,27938.415834083775,0.29154940456238454
158,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,3,0,10,3,0,7,0,0,626024151.0707097,166746381.29184616,61400000.0,18551.967709309538,0.2054394904232226
159,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,6,2,7,0,0,725177481.6122931,94879461.64686376,535300000.0,0.0,0.7097782078889773
160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,2253024570.8189273,32724179.85197268,84600000.0,145170.90103967307,0.3244076582247093
161,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,3,0,3,1,0,0,3,0,533553532.53425753,69994121.55927798,808400000.0,16957.27894112906,0.17951662894568465
162,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,0,1,7,0,0,533367932.73149097,103701270.64084716,394500000.0,15955.557700880796,0.18058962110411866
163,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,1626553239.8699656,48320738.19496277,321100000.0,0.0,1.8113008405089093
164,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,2,1,0,0,0,2184542321.3519845,49692976.48345622,115300000.0,0.0,2.441920606373129
165,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,3,0,1081816788.9065742,75618175.62904546,261300000.0,0.0,1.0468950279097786
166,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,2,0,3,0,3,0,0,4,0,0,3,4,0,0,5,0,111017203.72976677,172391091.56404543,594200000.0,7497.865100390882,0.018675793456246183
167,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,3,0,0,4,2,7,0,0,152866299.9722141,196592629.12208793,115300000.0,0.0,0.14096249583499618
168,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,2,0,0,0,3028800088.393086,83070109.61321402,30700000.0,0.0,3.9392101934851116
169,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1276289300.8164947,17701182.393370774,515700000.0,43916.25885352511,0.4182343500344555
170,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,3,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,652631288.8649998,64573087.78070253,687200000.0,39457.862834991494,0.06956763392659632
171,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3731227017.9776845,47842699.56310011,61400000.0,0.0,2.878681020041726
172,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,0,0,0,3808697851.536643,42703145.38985421,61400000.0,0.0,2.8292798333017934
173,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,1,4,3,0,0,766183499.6160202,66998102.46266536,874300000.0,38781.77827266554,0.11816718910333421
174,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,0,981514793.7547522,71947496.08156395,400400000.0,0.0,1.2167577435277086
175,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,3,0,0,1,7,3,0,0,0,578459124.8086698,104170900.09353384,442300000.0,0.0,0.5469095467181873
176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,0,1,3,1,0,0,0,2991443332.0840707,89209580.14264059,0.0,73851.23687031156,1.1843179606049072
177,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,7,0,0,0,6,0,6,0,3,7,0,0,57376482.594256,171835768.25790104,1027900000.0,1762.2718390055747,0.029762157311116012
178,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,2,2,3,7,0,0,417912654.30932283,89336042.46663225,515700000.0,25567.580172584116,0.047388646385180345
179,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,7,1,0,6,1,0,2,4,6,7,3,0,4881097.265556874,293625859.5548324,411600000.0,161.11370991909772,0.004307973776862903
180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,6,0,5,2,0,0,0,0,2202898894.3521233,93432461.18322131,0.0,115958.45244055292,0.39742671085354225
181,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0,1075639923.6942034,26670945.54240884,735000000.0,30122.69883466129,0.46817378241978846
182,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,3,0,0,6,0,0,7,4,0,1,7,2,7,0,0,17674259.95042008,250819261.49468634,242400000.0,1214.3948033178617,0.0021761146355971984
183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,2,1,0,0,3,1,7,0,0,837026740.514303,209526524.26609188,0.0,0.0,1.3543506899432802
184,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,2,0,0,3,0,1057778401.72111,70392971.47983408,490900000.0,0.0,1.1136516370905272
185,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,5,0,3,0,922754843.6784666,87917973.35970697,490900000.0,0.0,0.8317664188344929
186,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,2,2,3,7,0,0,657379279.191081,93234787.29067293,279200000.0,37768.08532476646,0.06990990301238086
187,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,3,0,0,1,2,2,4,0,0,266279870.15418756,117833381.92703271,540300000.0,0.0,0.23493733501852038
188,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,3,0,0,4,0,0,5,0,1,1,0,0,361615651.0751413,117829170.97273296,893000000.0,0.0,0.33397496670690185
189,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2,2,1,2,3,0,7,0,0,538606390.370755,129662445.2300947,267200000.0,31336.60847416723,0.05831831716486129
190,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5,0,5,0,0,7,0,0,602724005.93366,84060682.36200306,569600000.0,18613.5775670224,0.24935915303207826
191,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,3,0,1,0,7,0,0,4,0,3,5,1,3,7,0,3,14578081.94413656,271573187.45440024,388400000.0,606.8056289177614,0.0022393449276892044
192,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,3,0,2,4,2,7,0,0,180003100.18000442,192227749.72513148,199900000.0,0.0,0.2885262296719873
193,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,3,7,0,0,620205329.6869678,79555869.3528113,523300000.0,29515.9138931461,0.09801649683651523
194,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,4,2,3,5,0,0,0,652079722.2283245,55870113.66847076,727400000.0,43760.389246272716,0.07527238331876014
195,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,6,2,0,5,5,6,10,7,0,5341764.409468946,382695177.24380946,30700000.0,0.0,0.009246077041331121
196,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,3,1,0,3,0,1545876594.5694242,74594486.23852554,84600000.0,102376.19086256529,0.17322358007582256
197,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1298591850.201049,12857587.774250694,554000000.0,0.0,1.1662727291144985
198,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,6,7,0,0,4,2,0,1,2,7,9,2,0,13967630.806791166,347376203.98850393,146000000.0,267.77975502970617,0.008769973015162557
199,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,6,7,0,0,1024023220.551127,105822367.54727006,146000000.0,0.0,1.2676305451016865
200,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,2,0,0,0,0,3,0,3,0,0,6,0,0,4,0,0,339519929.7442482,118004306.57043669,297900000.0,17642.819047807254,0.049524346288977936
201,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,4,2,0,0,3,0,7,0,0,831835951.9917674,141662168.81451097,30700000.0,23980.639113813046,0.268699465059355
202,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,5,0,1,3,0,1,4,1,7,0,0,307100625.4964728,210007402.15322155,61400000.0,0.0,0.3570223016480798
203,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,3,2,0,2,4,0,7,0,0,381029725.4250024,110611563.60461417,808400000.0,0.0,0.33005955257532177
204,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,7,0,0,4,0,0,6,6,6,0,0,0,487004152.7695343,146540009.89320743,473000000.0,0.0,0.44274350484124664
205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,4,4,0,1,4,0,7,0,0,1027092474.9373819,159437200.30712265,0.0,30268.277594679726,0.33757303332863975
206,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,4,0,7,0,0,774018193.7459997,119060573.92072624,279200000.0,0.0,0.8619142648608372
207,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,3,0,2,0,0,0,1,6,2,6,0,0,116326139.33101758,164089528.16471058,648900000.0,3190.0318872888847,0.06568529144480129
208,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,2,1,4,7,0,0,306176712.2962909,167814268.80119425,290400000.0,0.0,0.3660056996598644
209,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,1,4,0,7,0,0,346247640.0660627,123131595.61980131,503700000.0,0.0,0.320065114001896
210,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,3,0,0,0,3,0,0,0,3,1,3,2,4,7,0,0,115190038.27893236,166718278.65038398,552300000.0,4827.867318701495,0.015036457178139272
211,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,7,0,0,7,0,0,1,2,4,7,0,0,79736073.86515218,176357372.8056896,205800000.0,3560.859913353148,0.008247528153269738
212,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,3,0,0,0,3,0,1,4,0,6,0,0,242810358.52037546,128661693.19115017,912600000.0,6699.197122158085,0.1317503542473788
213,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,2,0,0,0,3,0,0,0,2,0,3,5,4,5,0,0,235322597.33900818,140068406.06292704,431100000.0,10248.746166986106,0.035892240018019106
214,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,4,0,7,0,0,1070962475.242082,61894695.93851042,279200000.0,60376.72404031126,0.1557347336535886
215,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,1,2,3,6,0,0,568832087.6088511,140168130.36494046,199900000.0,0.0,1.0829168020528415
216,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,3,0,0,0,4,1,0,0,0,1789319627.9436975,83414782.59770787,61400000.0,100900.62231383963,0.24181445088683423
217,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,3,0,6,6,5,0,0,0,897888388.2790427,89873988.9131981,388400000.0,28585.754570600926,0.2872217127647013
218,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,2,0,0,0,7,0,0,5,0,0,5,4,7,7,7,0,4136630.7568977987,244054352.92401907,606200000.0,312.15457235478755,0.0008469150705182545
219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,0,7,1,0,1,7,3,7,5,0,38147993.94287819,298236010.40569425,0.0,3222.146844097512,0.006085062727247593
220,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,6,4,2,3,0,3,577353008.2282112,146471919.4288093,176700000.0,32508.502668099427,0.11452421694944492
221,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,6,1,0,7,0,0,654862056.1030223,115474973.87247732,279200000.0,18259.879494018158,0.20824649318526883
222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,7,0,5,6,3,2,7,0,3,74251439.28242618,307261757.12262785,0.0,0.0,0.09241014270107101
223,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,1,0,0,0,1262324516.0006757,40618350.83397943,357700000.0,0.0,1.3889207935875654
224,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,5,1,5,0,0,560535930.2339711,107068345.05295382,485000000.0,0.0,0.5335902840180851
225,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2118986780.31778,7332080.219521779,625800000.0,102755.29818382475,0.40004195063270837
226,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,3,0,3,0,4,0,0,4,0,0,2,0,2,7,0,0,71115076.49710126,181420780.97476164,825700000.0,4320.017208890144,0.008398395931818257
227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,1,0,5,5,0,0,1098975631.649901,128134780.60871907,0.0,67419.50445794908,0.1196593973391007
228,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,4,7,0,0,662923269.7823155,70346433.54129866,644500000.0,0.0,0.6964131414205337
229,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,3,0,0,0,0,0,0,1,1,1,0,5,0,690694272.7319927,98585924.35431519,554000000.0,24423.03497297914,0.2544597414632146
230,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,0,0,6,3,0,5,1,1,1,1,2,9,0,0,13014826.757750787,318323179.42223203,236500000.0,863.1151114932383,0.0031254656278202164
231,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,3,0,0,1,2,0,0,5,3,7,0,0,152520207.46827468,156329429.3852191,400400000.0,5737.585112006784,0.027147637295477128
232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,6,1,0,4,3,6,7,0,0,343445501.27584803,259283069.0242902,0.0,0.0,0.4000952629000226
233,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,2,5,0,7,0,0,519380478.48513186,139936746.0564215,400400000.0,0.0,0.47583530985124695
234,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,7,1,6,0,0,1245686773.1039786,91781369.15455596,115300000.0,0.0,1.7125566507414027
235,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,3,3,0,7,0,0,6,0,0,1,0,6,8,0,0,955860.8955135511,261583552.25411436,831600000.0,0.0,0.0009369404934437194
236,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,7,0,0,2,3,6,7,0,1,132173597.8273048,214668712.61714882,84600000.0,7470.574949821809,0.015757745812820557
237,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,3,0,0,0,2092025878.1167827,70797533.72167936,61400000.0,0.0,1.981799732866841
238,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,3,0,3,0,0,6,0,1,3,4,0,7,0,7,81641303.65311983,305843457.6109891,182600000.0,0.0,0.08077199999715018
239,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3,3,0,0,7,3,0,5,2,2,2,4,3,7,4,0,11712453.316537121,373666804.4738362,182600000.0,1088.202082380249,0.001957550001417381
240,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,3,0,0,3,0,0,2,7,0,7,0,0,134642662.35219377,171514196.9235137,363800000.0,3883.3276389574,0.05219571447892149
241,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,7,0,0,5,1,2,3,3,6,9,0,1,24177074.877033297,315730326.25007904,115300000.0,0.0,0.039673218227225776
242,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,7,0,0,1370556552.2850463,86785918.48261645,236500000.0,0.0,1.7828814910043176
243,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,4,3,0,0,0,1454217183.8535137,50545166.69337571,236500000.0,0.0,1.2898669619757115
244,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0,2235300073.1627846,41655984.90485964,84600000.0,70034.690671585,0.9624202793514982
245,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0,7,0,0,8,0,0,1,4,2,7,0,0,123283619.8161355,227662624.59494558,61400000.0,0.0,0.12113115326253965
246,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,7,0,0,3,0,0,2,5,0,6,0,0,175407821.97921574,156957390.23284888,523300000.0,0.0,0.20341650494011487
247,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,5,1,0,0,0,1909063601.9304578,68168602.92137818,199900000.0,0.0,1.706832903007411
248,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,5,6,5,0,0,568500488.9199587,98751112.27827585,741100000.0,0.0,0.5482180138903433
249,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,2,1,0,3,4,2,7,0,0,458414745.28459764,208629712.45505324,30700000.0,0.0,0.4834169818500501
250,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,6,0,7,0,0,2,6,1,0,0,0,601062487.1894789,129330173.65662542,388400000.0,0.0,0.5603928121490868
251,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,5,0,1,7,1,0,5,2,0,6,5,2,9,0,0,4174887.2889457364,359223937.803385,267200000.0,0.0,0.00443766667870906
252,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,2,5,2,7,0,0,530148604.7222603,148559516.53853095,267200000.0,0.0,0.5074244368989568
253,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,7,0,0,5,2,0,2,4,0,6,3,0,82778909.14939526,256137526.397851,146000000.0,0.0,0.09136036060718603
254,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,2,7,7,0,0,494058019.27797914,117740960.93556923,606200000.0,0.0,0.44010958668148314
255,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,1,4,2,7,0,0,855456521.9195641,127982287.20780084,115300000.0,0.0,0.7971826684775621
256,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,2,5,0,1,4,3,6,0,0,240621419.22849885,192904230.34101433,115300000.0,0.0,0.3161346606520067
257,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,2,0,2,2,1,0,7,0,0,256478718.50793502,104162256.07349911,1052500000.0,0.0,0.22582231326856853
258,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7,0,0,6,0,0,6,7,3,4,0,0,123689741.96655431,181208668.57773957,327000000.0,0.0,0.11774684037054178
259,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,3,0,0,0,3,0,0,1,2,0,1,3,3,7,0,0,140387963.80840996,159993313.0917095,267200000.0,7135.204766535699,0.021146765521821254
260,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,2,0,0,0,2,0,0,1,7,0,1,6,2,7,0,0,126526278.71663952,171315774.60674936,515700000.0,6098.113522046587,0.019139558264824972
261,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,7,2,0,0,0,1069190714.1011631,104546837.32870004,236500000.0,0.0,0.9890104181892178
262,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,3,0,0,0,3,0,0,6,0,1,1,1,4,7,0,0,49367860.528966196,171495008.19392994,862300000.0,2869.8376624822326,0.005831201711936822
263,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,4,0,0,0,0,2031833801.5003333,75531761.94902498,61400000.0,0.0,1.8102701051862353
264,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,5,2,1,7,0,0,708837749.3971316,129486997.16386503,61400000.0,0.0,0.7033158639298023
